운행일자,노선,운행거리(Km),운행건수
2018-04-09,1132,3269.025 ,167 
2018-04-09,1133,1300.720 ,101 
2018-04-09,1135,1917.972 ,108 
2018-04-09,1136,881.683 ,89 
2018-04-09,1137,3432.210 ,142 
2018-04-09,1138,970.145 ,55 
2018-04-09,1139,2277.399 ,98 
2018-04-09,1140,1116.010 ,70 
2018-04-09,1141,933.312 ,63 
2018-04-09,1142,1867.767 ,186 
2018-04-09,1143,1795.841 ,72 
2018-04-09,1144,3259.618 ,96 
2018-04-09,1154,2573.570 ,93 
2018-04-09,1155,4198.696 ,136 
2018-04-09,1156,2079.645 ,96 
2018-04-09,1162,914.765 ,116 
2018-04-09,1164,1928.947 ,222 
2018-04-09,1165,3663.016 ,176 
2018-04-09,1166,952.425 ,54 
2018-04-09,120,6412.100 ,194 
2018-04-09,121,5050.643 ,152 
2018-04-09,1213,3936.229 ,150 
2018-04-09,1218,3748.706 ,112 
2018-04-09,1221,1027.349 ,66 
2018-04-09,1222,1945.792 ,105 
2018-04-09,1224,4633.477 ,149 
2018-04-09,1226,411.988 ,52 
2018-04-09,1227,2645.868 ,112 
2018-04-09,130,10087.878 ,208 
2018-04-09,140,10229.757 ,175 
2018-04-09,141,8033.016 ,148 
2018-04-09,142,8558.188 ,144 
2018-04-09,143,12715.262 ,204 
2018-04-09,144,8976.703 ,186 
2018-04-09,145,8128.000 ,178 
2018-04-09,146,9685.820 ,170 
2018-04-09,147,7994.942 ,175 
2018-04-09,148,7683.736 ,170 
2018-04-09,150,12805.936 ,176 
2018-04-09,151,7879.770 ,165 
2018-04-09,152,11842.057 ,183 
2018-04-09,153,10916.571 ,170 
2018-04-09,160,12393.706 ,178 
2018-04-09,162,6471.528 ,168 
2018-04-09,171,7019.360 ,160 
2018-04-09,1711,5324.920 ,182 
2018-04-09,172,5631.125 ,119 
2018-04-09,173,4976.449 ,112 
2018-04-09,201,4221.227 ,86 
2018-04-09,2012,3825.832 ,102 
2018-04-09,2013,1948.849 ,91 
2018-04-09,2014,2452.120 ,132 
2018-04-09,2015,4852.987 ,164 
2018-04-09,2016,6533.423 ,107 
2018-04-09,202,8417.944 ,161 
2018-04-09,2112,3236.706 ,86 
2018-04-09,2113,2375.031 ,125 
2018-04-09,2114,2457.716 ,106 
2018-04-09,2115,5276.459 ,149 
2018-04-09,2211,3783.652 ,212 
2018-04-09,2221,4177.070 ,170 
2018-04-09,2222,2417.760 ,120 
2018-04-09,2224,2014.337 ,109 
2018-04-09,2227,2433.117 ,96 
2018-04-09,2230,2954.343 ,102 
2018-04-09,2233,3961.081 ,95 
2018-04-09,2234,1345.325 ,91 
2018-04-09,2235,1592.546 ,97 
2018-04-09,2311,5065.644 ,88 
2018-04-09,2312A,2105.714 ,48 
2018-04-09,2312B,2103.463 ,47 
2018-04-09,240,4389.716 ,105 
2018-04-09,241,7122.449 ,141 
2018-04-09,2412,3358.237 ,100 
2018-04-09,2413,2312.881 ,90 
2018-04-09,2415,4103.830 ,161 
2018-04-09,242,3816.830 ,86 
2018-04-09,260,7064.904 ,141 
2018-04-09,261,8019.486 ,152 
2018-04-09,262,7704.517 ,135 
2018-04-09,270,6799.951 ,135 
2018-04-09,271,9663.179 ,185 
2018-04-09,272,9757.440 ,210 
2018-04-09,273,6811.116 ,155 
2018-04-09,301,9299.718 ,195 
2018-04-09,3011,4276.542 ,101 
2018-04-09,3012,6868.176 ,112 
2018-04-09,302,5755.821 ,104 
2018-04-09,303,10008.959 ,184 
2018-04-09,320,5416.290 ,138 
2018-04-09,3212,2068.524 ,81 
2018-04-09,3214,2527.412 ,95 
2018-04-09,3216,4211.822 ,120 
2018-04-09,3217,3955.380 ,130 
2018-04-09,3220,3961.573 ,100 
2018-04-09,3313,1729.000 ,133 
2018-04-09,3314,3875.290 ,164 
2018-04-09,3315,4695.962 ,212 
2018-04-09,3316,2050.051 ,108 
2018-04-09,3317,2644.962 ,156 
2018-04-09,3318,3981.472 ,85 
2018-04-09,3319,1921.588 ,82 
2018-04-09,3321,1580.400 ,66 
2018-04-09,3322,3458.191 ,130 
2018-04-09,333,4916.102 ,109 
2018-04-09,340,7601.432 ,185 
2018-04-09,341,5655.524 ,106 
2018-04-09,3411,3962.665 ,117 
2018-04-09,3412,5459.671 ,88 
2018-04-09,3413,5759.273 ,133 
2018-04-09,3414,3569.860 ,120 
2018-04-09,3416,2337.200 ,100 
2018-04-09,3417,4330.477 ,176 
2018-04-09,342,4503.428 ,100 
2018-04-09,3422,3087.084 ,78 
2018-04-09,3425,2557.612 ,92 
2018-04-09,3426,4248.666 ,123 
2018-04-09,350,5235.266 ,104 
2018-04-09,360,11014.950 ,200 
2018-04-09,362,7357.182 ,118 
2018-04-09,370,10923.881 ,215 
2018-04-09,400,4818.048 ,99 
2018-04-09,401,5926.934 ,112 
2018-04-09,402,8094.267 ,144 
2018-04-09,405,3869.536 ,89 
2018-04-09,406,3577.560 ,84 
2018-04-09,407,5818.483 ,116 
2018-04-09,420,7769.504 ,176 
2018-04-09,421,8471.334 ,148 
2018-04-09,4211,3070.860 ,93 
2018-04-09,4212,6487.556 ,178 
2018-04-09,4318방배,4489.895 ,87 
2018-04-09,4318풍납,4372.224 ,84 
2018-04-09,4319,4344.854 ,127 
2018-04-09,440,5804.975 ,121 
2018-04-09,441,8044.426 ,133 
2018-04-09,4412,5121.866 ,138 
2018-04-09,4419,6490.683 ,115 
2018-04-09,4432,2979.050 ,123 
2018-04-09,4433,1585.036 ,143 
2018-04-09,4435,2267.904 ,78 
2018-04-09,452,8761.104 ,132 
2018-04-09,461,7474.440 ,120 
2018-04-09,463,6046.177 ,122 
2018-04-09,470,8034.243 ,140 
2018-04-09,471,12653.843 ,191 
2018-04-09,472,7305.473 ,186 
2018-04-09,500,6689.632 ,151 
2018-04-09,501,4009.960 ,136 
2018-04-09,5012,4678.791 ,101 
2018-04-09,502,8349.840 ,119 
2018-04-09,503,3309.582 ,78 
2018-04-09,504,8101.245 ,180 
2018-04-09,505,6932.746 ,121 
2018-04-09,506,4604.389 ,105 
2018-04-09,507,5989.101 ,124 
2018-04-09,540,7544.691 ,145 
2018-04-09,541,5275.518 ,93 
2018-04-09,5413,5845.288 ,164 
2018-04-09,542,3721.501 ,56 
2018-04-09,5511,3024.662 ,168 
2018-04-09,5513,1709.604 ,117 
2018-04-09,5515,2086.870 ,200 
2018-04-09,5516,3987.940 ,132 
2018-04-09,5517,3336.210 ,90 
2018-04-09,5519,806.520 ,88 
2018-04-09,5522A,2029.983 ,110 
2018-04-09,5522B,1857.540 ,100 
2018-04-09,5523,1538.295 ,128 
2018-04-09,5524,5636.166 ,162 
2018-04-09,5525,1075.407 ,72 
2018-04-09,5528,4227.482 ,124 
2018-04-09,5530,6973.736 ,127 
2018-04-09,5531,10095.124 ,196 
2018-04-09,5534,2920.642 ,104 
2018-04-09,5535,3675.746 ,110 
2018-04-09,5536,4209.648 ,169 
2018-04-09,5537,1031.932 ,94 
2018-04-09,5615,3508.935 ,128 
2018-04-09,5616,3824.434 ,84 
2018-04-09,5617,1484.208 ,144 
2018-04-09,5618,4207.303 ,119 
2018-04-09,5619,2425.035 ,132 
2018-04-09,5620,4111.625 ,152 
2018-04-09,5621,1104.096 ,159 
2018-04-09,5623,9023.851 ,165 
2018-04-09,5624,3051.737 ,65 
2018-04-09,5625,4461.666 ,108 
2018-04-09,5626,6268.674 ,125 
2018-04-09,5627,2623.609 ,73 
2018-04-09,5630,2583.444 ,88 
2018-04-09,5633,5180.603 ,93 
2018-04-09,571,6191.267 ,108 
2018-04-09,5712,5654.929 ,130 
2018-04-09,5713,6557.449 ,125 
2018-04-09,5714,6430.060 ,157 
2018-04-09,600,6702.080 ,176 
2018-04-09,601,7729.765 ,149 
2018-04-09,602,5956.424 ,152 
2018-04-09,603,4383.210 ,119 
2018-04-09,604,4389.254 ,103 
2018-04-09,605,7321.349 ,128 
2018-04-09,606,5618.232 ,91 
2018-04-09,6211,5430.675 ,103 
2018-04-09,640,4378.437 ,110 
2018-04-09,641,7105.189 ,172 
2018-04-09,6411,5835.229 ,111 
2018-04-09,643,6931.792 ,152 
2018-04-09,650,5608.357 ,132 
2018-04-09,651,6670.083 ,123 
2018-04-09,6511,1853.404 ,76 
2018-04-09,6512,4530.670 ,119 
2018-04-09,6513,5308.023 ,142 
2018-04-09,6514,5661.824 ,112 
2018-04-09,6515,7265.915 ,131 
2018-04-09,6516,3684.788 ,77 
2018-04-09,652,5290.571 ,112 
2018-04-09,653,2114.083 ,72 
2018-04-09,654,4231.208 ,96 
2018-04-09,661,3912.538 ,74 
2018-04-09,6611,801.361 ,75 
2018-04-09,6613,2236.387 ,72 
2018-04-09,6614,3230.409 ,91 
2018-04-09,6616,3158.978 ,118 
2018-04-09,6617,1609.618 ,91 
2018-04-09,662,3844.357 ,106 
2018-04-09,6620,1788.120 ,72 
2018-04-09,6623,3086.873 ,97 
2018-04-09,6624,3341.122 ,139 
2018-04-09,6625,2507.862 ,87 
2018-04-09,6627,2238.070 ,79 
2018-04-09,6628,4923.302 ,185 
2018-04-09,6629,4948.506 ,113 
2018-04-09,6630,2642.688 ,72 
2018-04-09,6631,5694.956 ,152 
2018-04-09,6632,4149.368 ,118 
2018-04-09,6635,1346.159 ,91 
2018-04-09,6637,6867.434 ,183 
2018-04-09,6638,2076.921 ,81 
2018-04-09,6640A,2027.322 ,99 
2018-04-09,6640B,2056.131 ,99 
2018-04-09,6642,2819.842 ,94 
2018-04-09,6645,2585.713 ,94 
2018-04-09,6647,3184.793 ,133 
2018-04-09,6648,2301.404 ,82 
2018-04-09,6649,593.196 ,82 
2018-04-09,6654,1252.182 ,84 
2018-04-09,6657,1114.586 ,58 
2018-04-09,670,4548.199 ,101 
2018-04-09,6712,4005.513 ,78 
2018-04-09,6714,2433.024 ,72 
2018-04-09,6715,4489.350 ,150 
2018-04-09,6716,7652.469 ,162 
2018-04-09,672,3083.608 ,81 
2018-04-09,673,4227.452 ,80 
2018-04-09,674,2542.696 ,88 
2018-04-09,700,7289.518 ,118 
2018-04-09,701,4326.978 ,117 
2018-04-09,7011,4234.442 ,114 
2018-04-09,7013A,1728.495 ,45 
2018-04-09,7013B,1731.690 ,45 
2018-04-09,7016,7096.595 ,148 
2018-04-09,7017,4802.185 ,132 
2018-04-09,7018,3434.891 ,131 
2018-04-09,7019,5542.220 ,142 
2018-04-09,7021,4835.736 ,141 
2018-04-09,7022,4146.707 ,139 
2018-04-09,7024,940.015 ,68 
2018-04-09,7025,3664.752 ,113 
2018-04-09,702A,5412.852 ,180 
2018-04-09,702B,3345.911 ,106 
2018-04-09,704,5080.894 ,91 
2018-04-09,705,3435.805 ,84 
2018-04-09,707,6039.648 ,96 
2018-04-09,710,5358.552 ,116 
2018-04-09,720,7362.454 ,157 
2018-04-09,721,7587.527 ,172 
2018-04-09,7211,7515.380 ,154 
2018-04-09,7212,5660.293 ,98 
2018-04-09,740,6657.474 ,140 
2018-04-09,750A,3913.871 ,84 
2018-04-09,750B,4014.524 ,90 
2018-04-09,751,6891.159 ,143 
2018-04-09,752,6721.160 ,131 
2018-04-09,753,4530.401 ,95 
2018-04-09,761,2923.667 ,75 
2018-04-09,7611,3775.254 ,98 
2018-04-09,7612,3958.340 ,194 
2018-04-09,7613,3225.858 ,86 
2018-04-09,771,2245.776 ,52 
2018-04-09,7711,1593.043 ,116 
2018-04-09,7713,2117.739 ,83 
2018-04-09,7715,3014.400 ,114 
2018-04-09,7719,554.897 ,45 
2018-04-09,7720,3320.522 ,120 
2018-04-09,7722,1394.826 ,73 
2018-04-09,7723,1408.806 ,126 
2018-04-09,7726,1440.630 ,59 
2018-04-09,7727,6161.608 ,101 
2018-04-09,7728,6233.053 ,92 
2018-04-09,773,5369.704 ,66 
2018-04-09,7730,3882.710 ,130 
2018-04-09,7734,2120.576 ,64 
2018-04-09,7737,2842.944 ,104 
2018-04-09,7738,2541.000 ,132 
2018-04-09,7739,1365.390 ,78 
2018-04-09,774,7450.732 ,105 
2018-04-09,775,2587.746 ,59 
2018-04-09,8111,160.078 ,4 
2018-04-09,8221,143.835 ,12 
2018-04-09,8331,64.740 ,12 
2018-04-09,8441,40.970 ,10 
2018-04-09,8541,82.053 ,3 
2018-04-09,8551,106.520 ,10 
2018-04-09,8552,38.580 ,12 
2018-04-09,8761,83.904 ,12 
2018-04-09,8771,41.268 ,12 
2018-04-09,8774,890.447 ,45 
2018-04-09,9401,21690.652 ,303 
2018-04-09,9403,7245.634 ,98 
2018-04-09,9404,10335.530 ,184 
2018-04-09,9408,7274.038 ,86 
2018-04-09,9701,6086.047 ,84 
2018-04-09,9703,5045.299 ,80 
2018-04-09,9707,9654.902 ,149 
2018-04-09,9709,4628.867 ,62 
2018-04-09,9711A,6268.751 ,74 
2018-04-09,9714,2531.710 ,33 
2018-04-09,N13상계,297.564 ,4 
2018-04-09,N13송파,298.314 ,4 
2018-04-09,N15사당,296.320 ,4 
2018-04-09,N15우이,295.380 ,4 
2018-04-09,N16도봉,302.180 ,4 
2018-04-09,N16온수,303.208 ,4 
2018-04-09,N26강서,287.759 ,5 
2018-04-09,N26중랑,285.512 ,4 
2018-04-09,N30,375.287 ,8 
2018-04-09,N37송파,292.202 ,4 
2018-04-09,N37진관,289.800 ,4 
2018-04-09,N61상계,442.470 ,5 
2018-04-09,N61양천,442.995 ,5 
2018-04-09,N62면목,284.584 ,5 
2018-04-09,N62양천,284.216 ,4 
2018-04-09,N65개화,205.792 ,4 
2018-04-09,N65시흥,204.732 ,4 
2018-04-10,17,1425.034 ,121 
2018-04-10,2,902.229 ,55 
2018-04-10,3,696.720 ,48 
2018-04-10,5,598.898 ,53 
2018-04-10,100,6252.253 ,111 
2018-04-10,101,6201.023 ,162 
2018-04-10,1014,1956.200 ,156 
2018-04-10,1017,2126.246 ,91 
2018-04-10,102,4122.043 ,134 
2018-04-10,1020,3526.908 ,155 
2018-04-10,103,4669.655 ,155 
2018-04-10,104,5276.896 ,176 
2018-04-10,105,4108.956 ,104 
2018-04-10,106,6173.406 ,128 
2018-04-10,107,8835.738 ,136 
2018-04-10,108,8651.238 ,100 
2018-04-10,109,4177.277 ,149 
2018-04-10,110A,4624.452 ,126 
2018-04-10,110B,4611.831 ,126 
2018-04-10,1111,3750.057 ,147 
2018-04-10,1113,906.882 ,75 
2018-04-10,1114,853.149 ,103 
2018-04-10,1115,877.447 ,90 
2018-04-10,1119,4280.865 ,211 
2018-04-10,1120,1510.920 ,84 
2018-04-10,1122,3649.012 ,190 
2018-04-10,1124,1190.145 ,117 
2018-04-10,1126,3257.101 ,177 
2018-04-10,1127,1679.920 ,83 
2018-04-10,1128,2750.779 ,104 
2018-04-10,1129,582.636 ,66 
2018-04-10,1130,918.984 ,118 
2018-04-10,1131,1006.662 ,64 
2018-04-10,1132,3264.883 ,167 
2018-04-10,1133,1299.944 ,101 
2018-04-10,1135,1896.763 ,107 
2018-04-10,1136,880.839 ,90 
2018-04-10,1137,3432.552 ,141 
2018-04-10,1138,970.145 ,55 
2018-04-10,1139,2297.410 ,98 
2018-04-10,1140,1116.010 ,70 
2018-04-10,1141,946.982 ,64 
2018-04-10,1142,1872.185 ,186 
2018-04-10,1143,1795.538 ,72 
2018-04-10,1144,3259.195 ,96 
2018-04-10,1154,2574.054 ,93 
2018-04-10,1155,4243.411 ,137 
2018-04-10,1156,2085.111 ,97 
2018-04-10,1162,913.335 ,116 
2018-04-10,1164,1927.808 ,222 
2018-04-10,1165,3662.189 ,176 
2018-04-10,1166,953.694 ,54 
2018-04-10,120,6411.449 ,194 
2018-04-10,121,5081.588 ,153 
2018-04-10,1213,3936.722 ,150 
2018-04-10,1218,3749.790 ,113 
2018-04-10,1221,1029.726 ,66 
2018-04-10,1222,1946.175 ,105 
2018-04-10,1224,4633.751 ,149 
2018-04-10,1226,411.921 ,52 
2018-04-10,1227,2645.868 ,112 
2018-04-10,130,10073.892 ,208 
2018-04-10,140,10288.038 ,176 
2018-04-10,141,8006.820 ,149 
2018-04-10,142,8558.219 ,144 
2018-04-10,143,12719.278 ,204 
2018-04-10,144,8980.854 ,186 
2018-04-10,145,8128.754 ,179 
2018-04-10,146,9699.869 ,171 
2018-04-10,147,7992.259 ,175 
2018-04-10,148,7683.632 ,170 
2018-04-10,150,12805.311 ,176 
2018-04-10,151,7878.898 ,165 
2018-04-10,152,11773.558 ,182 
2018-04-10,153,11178.360 ,174 
2018-04-10,160,12363.579 ,178 
2018-04-10,162,6471.528 ,168 
2018-04-10,171,7019.360 ,160 
2018-04-10,1711,5328.383 ,182 
2018-04-10,172,5630.928 ,119 
2018-04-10,173,4981.627 ,112 
2018-04-10,201,4221.213 ,86 
2018-04-10,2012,3751.220 ,101 
2018-04-10,2013,1949.003 ,91 
2018-04-10,2014,2441.659 ,132 
2018-04-10,2015,4880.318 ,164 
2018-04-10,2016,6535.455 ,107 
2018-04-10,202,8419.000 ,160 
2018-04-10,2112,3237.146 ,86 
2018-04-10,2113,2374.375 ,125 
2018-04-10,2114,2458.206 ,106 
2018-04-10,2115,5276.832 ,149 
2018-04-10,2211,3783.652 ,211 
2018-04-10,2221,4177.070 ,170 
2018-04-10,2222,2418.168 ,120 
2018-04-10,2224,1993.056 ,108 
2018-04-10,2227,2436.000 ,96 
2018-04-10,2230,2952.941 ,101 
2018-04-10,2233,4003.677 ,95 
2018-04-10,2234,1344.474 ,90 
2018-04-10,2235,1592.485 ,97 
2018-04-10,2311,5065.508 ,88 
2018-04-10,2312A,2105.649 ,48 
2018-04-10,2312B,2098.065 ,48 
2018-04-10,240,4388.261 ,105 
2018-04-10,241,7157.549 ,141 
2018-04-10,2412,3257.322 ,97 
2018-04-10,2413,2315.072 ,89 
2018-04-10,2415,4103.066 ,161 
2018-04-10,242,3816.894 ,86 
2018-04-10,260,7059.855 ,141 
2018-04-10,261,8017.652 ,152 
2018-04-10,262,7701.683 ,135 
2018-04-10,270,6798.773 ,135 
2018-04-10,271,9651.180 ,185 
2018-04-10,272,9757.440 ,210 
2018-04-10,273,6810.485 ,155 
2018-04-10,301,9297.722 ,195 
2018-04-10,3011,4276.542 ,101 
2018-04-10,3012,6866.866 ,112 
2018-04-10,302,5755.851 ,104 
2018-04-10,303,10008.341 ,184 
2018-04-10,320,5414.888 ,138 
2018-04-10,3212,2068.240 ,81 
2018-04-10,3214,2612.880 ,95 
2018-04-10,3216,4211.079 ,120 
2018-04-10,3217,3955.380 ,130 
2018-04-10,3220,3960.529 ,100 
2018-04-10,3313,1729.000 ,133 
2018-04-10,3314,3876.554 ,165 
2018-04-10,3315,4686.098 ,212 
2018-04-10,3316,2048.604 ,108 
2018-04-10,3317,2644.480 ,156 
2018-04-10,3318,3981.314 ,86 
2018-04-10,3319,1920.813 ,82 
2018-04-10,3321,1580.052 ,66 
2018-04-10,3322,3460.506 ,130 
2018-04-10,333,4958.737 ,109 
2018-04-10,340,7599.392 ,185 
2018-04-10,341,5655.524 ,106 
2018-04-10,3411,3963.375 ,117 
2018-04-10,3412,5460.685 ,88 
2018-04-10,3413,5759.432 ,133 
2018-04-10,3414,3570.389 ,120 
2018-04-10,3416,2336.456 ,100 
2018-04-10,3417,4328.368 ,176 
2018-04-10,342,4507.283 ,100 
2018-04-10,3422,3094.855 ,78 
2018-04-10,3425,2558.152 ,92 
2018-04-10,3426,4248.484 ,123 
2018-04-10,350,5234.156 ,104 
2018-04-10,360,11008.052 ,200 
2018-04-10,362,7355.381 ,120 
2018-04-10,370,10913.189 ,215 
2018-04-10,400,4821.207 ,99 
2018-04-10,401,5927.062 ,113 
2018-04-10,402,8094.816 ,144 
2018-04-10,405,3869.536 ,88 
2018-04-10,406,3577.560 ,84 
2018-04-10,407,5812.314 ,116 
2018-04-10,420,7769.400 ,176 
2018-04-10,421,8471.581 ,148 
2018-04-10,4211,3070.595 ,93 
2018-04-10,4212,6487.525 ,177 
2018-04-10,4318방배,4490.037 ,86 
2018-04-10,4318풍납,4372.870 ,85 
2018-04-10,4319,4342.494 ,127 
2018-04-10,440,5804.975 ,121 
2018-04-10,441,8043.097 ,133 
2018-04-10,4412,5122.848 ,136 
2018-04-10,4419,6510.380 ,115 
2018-04-10,4432,2979.374 ,123 
2018-04-10,4433,1586.598 ,143 
2018-04-10,4435,2278.926 ,77 
2018-04-10,452,8736.925 ,132 
2018-04-10,461,7473.602 ,120 
2018-04-10,463,6043.942 ,122 
2018-04-10,470,8036.167 ,140 
2018-04-10,471,12650.649 ,192 
2018-04-10,472,7227.430 ,186 
2018-04-10,500,6685.615 ,150 
2018-04-10,501,4009.960 ,136 
2018-04-10,5012,4680.773 ,101 
2018-04-10,502,8357.111 ,119 
2018-04-10,503,3308.911 ,78 
2018-04-10,504,8103.003 ,181 
2018-04-10,505,6760.472 ,118 
2018-04-10,506,4591.222 ,105 
2018-04-10,507,5941.511 ,123 
2018-04-10,540,7546.841 ,145 
2018-04-10,541,5275.282 ,93 
2018-04-10,5413,5737.373 ,161 
2018-04-10,542,3711.992 ,56 
2018-04-10,5511,3023.398 ,168 
2018-04-10,5513,1708.412 ,117 
2018-04-10,5515,2080.643 ,200 
2018-04-10,5516,3990.460 ,132 
2018-04-10,5517,3335.484 ,90 
2018-04-10,5519,797.355 ,87 
2018-04-10,5522A,2009.937 ,110 
2018-04-10,5522B,1857.360 ,100 
2018-04-10,5523,1536.889 ,128 
2018-04-10,5524,5636.304 ,162 
2018-04-10,5525,1075.405 ,72 
2018-04-10,5528,4280.381 ,126 
2018-04-10,5530,6972.568 ,126 
2018-04-10,5531,10095.190 ,196 
2018-04-10,5534,2920.897 ,104 
2018-04-10,5535,3576.079 ,107 
2018-04-10,5536,4159.501 ,168 
2018-04-10,5537,1031.932 ,94 
2018-04-10,5615,3516.434 ,128 
2018-04-10,5616,3824.313 ,84 
2018-04-10,5617,1463.594 ,142 
2018-04-10,5618,4198.074 ,119 
2018-04-10,5619,2333.170 ,127 
2018-04-10,5620,4004.034 ,148 
2018-04-10,5621,1062.432 ,153 
2018-04-10,5623,8981.750 ,165 
2018-04-10,5624,3052.811 ,65 
2018-04-10,5625,4472.897 ,108 
2018-04-10,5626,6272.364 ,125 
2018-04-10,5627,2628.309 ,73 
2018-04-10,5630,2582.903 ,88 
2018-04-10,5633,5123.636 ,92 
2018-04-10,571,6187.137 ,109 
2018-04-10,5712,5655.262 ,130 
2018-04-10,5713,6566.018 ,125 
2018-04-10,5714,6348.342 ,154 
2018-04-10,600,6696.756 ,176 
2018-04-10,601,7730.277 ,149 
2018-04-10,602,5956.372 ,152 
2018-04-10,603,4381.159 ,118 
2018-04-10,604,4388.593 ,104 
2018-04-10,605,7320.283 ,128 
2018-04-10,606,5618.454 ,91 
2018-04-10,6211,5430.019 ,103 
2018-04-10,640,4383.170 ,110 
2018-04-10,641,7105.664 ,172 
2018-04-10,6411,5806.061 ,111 
2018-04-10,643,6932.872 ,152 
2018-04-10,650,5608.885 ,132 
2018-04-10,651,6670.761 ,123 
2018-04-10,6511,1855.060 ,76 
2018-04-10,6512,4529.526 ,119 
2018-04-10,6513,5272.741 ,141 
2018-04-10,6514,5649.653 ,112 
2018-04-10,6515,7265.915 ,131 
2018-04-10,6516,3717.629 ,79 
2018-04-10,652,5296.791 ,112 
2018-04-10,653,2114.442 ,72 
2018-04-10,654,4231.353 ,96 
2018-04-10,661,3913.599 ,74 
2018-04-10,6611,801.108 ,74 
2018-04-10,6613,2236.752 ,72 
2018-04-10,6614,3230.461 ,91 
2018-04-10,6616,3158.752 ,118 
2018-04-10,6617,1609.972 ,91 
2018-04-10,662,3843.998 ,106 
2018-04-10,6620,1787.580 ,72 
2018-04-10,6623,3087.413 ,97 
2018-04-10,6624,3344.625 ,140 
2018-04-10,6625,2507.862 ,87 
2018-04-10,6627,2238.070 ,79 
2018-04-10,6628,4919.876 ,185 
2018-04-10,6629,4951.246 ,113 
2018-04-10,6630,2641.702 ,72 
2018-04-10,6631,5694.397 ,152 
2018-04-10,6632,4146.025 ,118 
2018-04-10,6635,1346.075 ,91 
2018-04-10,6637,6879.172 ,183 
2018-04-10,6638,2077.970 ,81 
2018-04-10,6640A,2027.322 ,99 
2018-04-10,6640B,2056.131 ,99 
2018-04-10,6642,2820.862 ,94 
2018-04-10,6645,2584.755 ,93 
2018-04-10,6647,3185.293 ,133 
2018-04-10,6648,2301.273 ,82 
2018-04-10,6649,592.536 ,82 
2018-04-10,6654,1252.560 ,85 
2018-04-10,6657,1113.440 ,58 
2018-04-10,670,4596.647 ,102 
2018-04-10,6712,4005.513 ,78 
2018-04-10,6714,2433.024 ,72 
2018-04-10,6715,4485.821 ,150 
2018-04-10,6716,7651.671 ,162 
2018-04-10,672,3102.024 ,81 
2018-04-10,673,4231.785 ,80 
2018-04-10,674,2545.136 ,88 
2018-04-10,700,7290.276 ,119 
2018-04-10,701,4328.330 ,117 
2018-04-10,7011,4235.844 ,114 
2018-04-10,7013A,1728.495 ,45 
2018-04-10,7013B,1730.673 ,45 
2018-04-10,7016,7097.743 ,148 
2018-04-10,7017,4803.350 ,133 
2018-04-10,7018,3434.504 ,131 
2018-04-10,7019,5542.685 ,142 
2018-04-10,7021,4835.216 ,141 
2018-04-10,7022,4147.739 ,139 
2018-04-10,7024,922.185 ,67 
2018-04-10,7025,3663.548 ,112 
2018-04-10,702A,5413.440 ,180 
2018-04-10,702B,3343.593 ,106 
2018-04-10,704,5080.894 ,91 
2018-04-10,705,3434.675 ,84 
2018-04-10,707,5997.348 ,96 
2018-04-10,710,5360.730 ,116 
2018-04-10,720,7409.775 ,155 
2018-04-10,721,7587.002 ,172 
2018-04-10,7211,7580.750 ,155 
2018-04-10,7212,5674.010 ,98 
2018-04-10,740,6656.740 ,140 
2018-04-10,750A,3913.383 ,84 
2018-04-10,750B,4018.569 ,90 
2018-04-10,751,6892.273 ,143 
2018-04-10,752,6723.612 ,131 
2018-04-10,753,4531.341 ,93 
2018-04-10,761,2916.751 ,75 
2018-04-10,7611,3775.254 ,98 
2018-04-10,7612,3958.934 ,194 
2018-04-10,7613,3219.128 ,86 
2018-04-10,771,2244.080 ,52 
2018-04-10,7711,1578.905 ,115 
2018-04-10,7713,2113.521 ,83 
2018-04-10,7715,3005.233 ,115 
2018-04-10,7719,554.897 ,45 
2018-04-10,7720,3320.036 ,120 
2018-04-10,7722,1394.826 ,74 
2018-04-10,7723,1408.806 ,126 
2018-04-10,7726,1434.978 ,60 
2018-04-10,7727,6164.063 ,101 
2018-04-10,7728,6238.181 ,92 
2018-04-10,773,5370.156 ,66 
2018-04-10,7730,3882.710 ,130 
2018-04-10,7734,2120.294 ,64 
2018-04-10,7737,2841.447 ,104 
2018-04-10,7738,2537.120 ,132 
2018-04-10,7739,1365.390 ,78 
2018-04-10,774,7448.637 ,105 
2018-04-10,775,2604.915 ,59 
2018-04-10,8111,160.386 ,4 
2018-04-10,8221,128.601 ,11 
2018-04-10,8331,64.740 ,12 
2018-04-10,8441,40.970 ,10 
2018-04-10,8541,82.053 ,3 
2018-04-10,8551,107.063 ,10 
2018-04-10,8552,38.404 ,12 
2018-04-10,8761,83.904 ,12 
2018-04-10,8771,41.268 ,12 
2018-04-10,8774,890.773 ,45 
2018-04-10,9401,21696.336 ,303 
2018-04-10,9403,7243.352 ,98 
2018-04-10,9404,10336.262 ,184 
2018-04-10,9408,7294.920 ,86 
2018-04-10,9701,6084.531 ,84 
2018-04-10,9703,5048.721 ,80 
2018-04-10,9707,9651.215 ,149 
2018-04-10,9709,4635.707 ,62 
2018-04-10,9711A,6275.003 ,74 
2018-04-10,9714,2531.710 ,33 
2018-04-10,N13상계,297.564 ,4 
2018-04-10,N13송파,299.015 ,4 
2018-04-10,N15사당,294.715 ,4 
2018-04-10,N15우이,295.380 ,4 
